Title,Authors,Year,Journal,Journal_type,Type_stimulation,DBS,Electrode_type,Concurrent_fMRI,Brain_area,Brain_Name,Brain_Atlas,Brain_Parc,Brain_ParcLabel,Brain_Parc_Numb,Cortical_Subcortical,Species,Species_cat,Number_animals,Sex,Frequency,Amplitude_lower,Amplitude_higher,Amplitude_unit,Cathode_anode,Pulse_width,Waveform,Timespan,Task_description,Task_category,Behavioural_output,Main_output,Effect,Behavioural_description,Summary,Notes
Arousal threshold ranges. Threshold ranges as determined by electrical stimulation of the brain during stages of sleep in the monkey (Macaca mulatta),"Pollak et al.,",1967,Archives of Neurology,specialty,electrical,NO,Macroelectrode,NO,Mesencephalic Reticular Formation,mRt,183,LMid,173,20,subcortical,Macaca mulatta,rhesus,4,unclear,200 Hz,10,450,μA,unclear,1.5 ms,monophasic,5000 ms,"no task, monkey is asleep",no task & resting-state,sleeping,neural,mixed,harder to wake up from REM sleep than NREM with stimulation. ,sleep,
Characteristics of antidromically identified oculomotor internuclear neurons during vergence and versional eye movements,"Clendaniel & Mays,",1994,Journal of Neurophysiology,specialty,electrical,NO,Microelectrode,NO,Oculomotor nucleus,OM,187,MMid,185,21,subcortical,Macaca mulatta,rhesus,4,unclear,500 Hz,10,30,μA,cathode first,0.2 ms,biphasic,30 ms,fixation task,eye movement & visual,eyes,eyes,direct,Large adducting twitch of the contralateral eye. ,motor,
Relationships between neck muscle electromyography and three-dimensional head kinematics during centrally induced torsional head perturbations,"Farshadmanesh et al.,",2012,Journal of Neurophysiology,specialty,electrical,NO,Microelectrode,NO,Brainstem_INC,OC+,186,MMid,185,21,subcortical,Macaca mulatta,rhesus,2,female,300 Hz,50,50,μA,cathodal,0.5 ms,monophasic,200 ms,fixation task,eye movement & visual,saccades,eyes,direct,"when the researchers electrically stimulated specific INC sites in the monkeys, their heads rotated torsionally (twisted) in the direction of the stimulated side",posture,
Generation of torsional and vertical eye position signals by the interstitial nucleus of Cajal,"Crawford et al.,",1991,Science,broad,electrical,NO,Microelectrode,NO,Brainstem_InterstitialNucleusCajal,OC+,186,MMid,185,21,subcortical,Macaca fascicularis,non_rhesus,5,unclear,200 Hz,20,20,μA,cathodal,0.5 ms,monophasic,300-600 ms,visually guided saccade task,eye movement & visual,saccades,eyes,direct,both eyes rotate with the same direction and magnitude. generates both torsional and vertical eye position signals,balance,
Neck muscle synergies during stimulation and inactivation of the interstitial nucleus of Cajal (INC),"Farshadmanesh et al.,",2008,Journal of Neurophysiology,specialty,electrical,NO,Microelectrode,NO,INC_brainstem,OC+,186,MMid,185,21,subcortical,Macaca mulatta,rhesus,2,female,300 Hz,50,50,μA,cathodal,0.5 ms,monophasic,200 ms,gaze and head fixation,no task & resting-state,"saccades, movement",eyes,direct,complex stimulation output: neck muscle synergies,motor,
Midbrain control of three-dimensional head orientation,"Klier et al.,",2002,Science,broad,electrical,NO,Microelectrode,NO,Brainstem_INC,OC+,186,MMid,185,21,subcortical,Macaca fascicularis,non_rhesus,4,unclear,200 Hz,50,50,μA,unclear,unclear,unclear,300 ms,no task,no task & resting-state,movement,movement,direct,"stimulations produced mainly torsional deviations in head position, with final head postures resembling those seen in torticollis.",posture,
Antidromic identification of midbrain near response cells projecting to the oculomotor nucleus,"Zhang et al.,",1991,Journal of Neurophysiology,specialty,electrical,NO,Microelectrode,NO,OMN_Midbrain,OM,187,MMid,185,21,subcortical,Macaca mulatta,rhesus,2,unclear,single pulses,50,150,μA,unclear,0.06-0.15 ms,biphasic,single pulse,"fixation, vergence test",eye movement & visual,saccades,eyes,no,no behavioural effects reported,motor,
"Self-stimulation pathways in the monkey, Macaca mulatta","Routtenberg et al.,",1971,Experimental Neurology,specialty,electrical,NO,Macroelectrode,NO,VTA,VTA,200,VMid,193,22,subcortical,Macaca mulatta,rhesus,2,"male, female",60 Hz,2.5,2.5,mA,anode first,0.6 ms,biphasic,300 ms,ICSS,"conditioning, reward & motivation",hands,hands,direct,strong ICSS,value,
Stimulation of the Dopaminergic Midbrain as a Behavioral Reward in Instrumentally Conditioned Monkeys,"Lovell et al.,",2015,Brain Stimulation,specialty,electrical,NO,Microelectrode,NO,SN,SN,199,VMid,193,22,subcortical,Macaca fascicularis,non_rhesus,3,"male, female",100 Hz,100,1300,μA,anode first,0.4 ms,biphasic,500 ms,ICSS,"conditioning, reward & motivation",hands,hands,direct,"succesful self-stimulation, but stopped at own volition",value,
Stimulation of the Dopaminergic Midbrain as a Behavioral Reward in Instrumentally Conditioned Monkeys,"Lovell et al.,",2015,Brain Stimulation,specialty,electrical,NO,Microelectrode,NO,VTA,VTA,200,VMid,193,22,subcortical,Macaca fascicularis,non_rhesus,3,"male, female",100 Hz,100,1300,μA,anode first,0.4 ms,biphasic,500 ms,ICSS,"conditioning, reward & motivation",hands,hands,direct,"succesful self-stimulation, but stopped at own volition",value,
Behavior of identified Edinger-Westphal neurons during ocular accommodation,"Gamlin et al.,",1994,Journal of Neurophysiology,specialty,electrical,NO,Macroelectrode,NO,EW_nucleus,n3,202,VMid,193,22,subcortical,Macaca mulatta,rhesus,2,unclear,500 Hz,10,200,μA,cathode first,0.1 ms,biphasic,80 ms,fixation task,eye movement & visual,eyes,eyes,direct,accommodation of the ipsilateral eye,motor,
Distribution and characteristics of poststimulus effects in proximal and distal forelimb muscles from red nucleus in the monkey,"Belhaj-Saif et al.,",1998,Journal of Neurophysiology,specialty,electrical,NO,Microelectrode,NO,RN,R,195,VMid,193,22,subcortical,Macaca mulatta,rhesus,2,unclear,20 Hz,10,20,μA,cathode first,0.4 ms,biphasic,60 ms,motor task,"motor, reaching & grasping",hands,hands,direct,changes in muscles/movement following stimulation,motor,
Plasticity in the distribution of the red nucleus output to forearm muscles after unilateral lesions of the pyramidal tract,"Belhaj-Saif & Cheney,",2000,Journal of Neurophysiology,specialty,electrical,NO,Microelectrode,NO,Red nucleus,R,195,VMid,193,22,subcortical,Macaca mulatta,rhesus,3,male,20 Hz,20,20,μA,cathode first,0.4 ms,biphasic,60 ms,motor task,"motor, reaching & grasping",hands,hands,direct,"forearm movement, diminished with lesions of the pyramidal tract",motor,
Hearing in action; auditory properties of neurons in the red nucleus of alert primates,"Lovell et al.,",2014,Frontiers in Neuroscience,specialty,electrical,NO,Microelectrode,NO,Brainstem_RedNucleus,R,195,VMid,193,22,subcortical,Macaca fascicularis,non_rhesus,3,"male, female",100 Hz,0,200,μA,unclear,0.7 ms,biphasic,50 ms,"no task, auditory stimulation",no task & resting-state,movement,movement,direct,evokes upper body movements,motor,
An electrophysiological and behavioural study of self-stimulation in the orbitofrontal cortex of the rhesus monkey,"Mora et al.,",1980,Brain Research Bulletin,specialty,electrical,NO,Macroelectrode,NO,SN,SN,199,VMid,193,22,subcortical,Macaca mulatta,rhesus,2,unclear,100 Hz,0.1,1,mA,cathodal,0.5 ms,monophasic,300 ms,ICSS,"conditioning, reward & motivation",hands,hands,direct,increases positive self-stimulation,reward,
An electrophysiological and behavioural study of self-stimulation in the orbitofrontal cortex of the rhesus monkey,"Mora et al.,",1980,Brain Research Bulletin,specialty,electrical,NO,Macroelectrode,NO,VTA,VTA,200,VMid,193,22,subcortical,Macaca mulatta,rhesus,2,unclear,100 Hz,0.1,1,mA,cathodal,0.5 ms,monophasic,300 ms,ICSS,"conditioning, reward & motivation",hands,hands,direct,increases positive self-stimulation,reward,
Electrical stimulation of male monkey's midbrain elicits components of sexual behavior,"Okada et al.,",1991,Physiology & Behaviour,specialty,electrical,NO,Microelectrode,NO,SN,SN,199,VMid,193,22,subcortical,Macaca mulatta,rhesus,3,male,50 Hz,50,500,μA,cathodal,0.2 ms,monophasic,2500 ms,no task,no task & resting-state,locomotion,movement,direct,touching females after stimulation (increased),sexual,
Electrical stimulation of male monkey's midbrain elicits components of sexual behavior,"Okada et al.,",1991,Physiology & Behaviour,specialty,electrical,NO,Microelectrode,NO,VTA,VTA,200,VMid,193,22,subcortical,Macaca mulatta,rhesus,3,male,50 Hz,50,500,μA,cathodal,0.2 ms,monophasic,2500 ms,no task,no task & resting-state,locomotion,movement,direct,"touching females after stimulation (increased), lip-smacking induced",sexual,
Mobility controlled by feedback cerebral stimulation in monkeys,"Delgado et al.,",1976,Physiology & Behaviour,specialty,electrical,NO,Macroelectrode,NO,Peduncle,cp,203,VMid,193,22,subcortical,Macaca mulatta,rhesus,6,"male, female",100 Hz,0,1.5,mA,cathodal,0.5 ms,monophasic,5000 ms,spontaneous movement,no task & resting-state,movement,movement,direct,mobility increased,motor,
Mobility controlled by feedback cerebral stimulation in monkeys,"Delgado et al.,",1976,Physiology & Behaviour,specialty,electrical,NO,Macroelectrode,NO,RN,R,195,VMid,193,22,subcortical,Macaca mulatta,rhesus,6,"male, female",100 Hz,0,1.5,mA,cathodal,0.5 ms,monophasic,5000 ms,spontaneous movement,no task & resting-state,movement,movement,direct,mobility increased,motor,
Limited Pairings of Electrical Micro-stimulation of the Ventral Tegmental Area and a Visual Stimulus Enhance Visual Cortical Responses,"Herpers et al.,",2022,Journal of Cognitive Neuroscience,specialty,electrical,NO,Microelectrode,NO,VTA,VTA,200,VMid,193,22,subcortical,Macaca mulatta,rhesus,2,male,"200 Hz, 50 Hz",300,1000,μA,cathode first,0.4 ms,biphasic,200 ms,visual preference task,"cognitive, memory & decision-making",saccades,eyes,indirect,stimulation biases stimulus preference,value,
Stimulation of the ventral tegmental area induces visual cortical plasticity at the neuronal level,"Herpers et al.,",2021,Cell Reports,broad,electrical,NO,Microelectrode,NO,VTA,VTA,200,VMid,193,22,subcortical,Macaca mulatta,rhesus,2,male,"200, 50 Hz",300,1000,μA,anode first,0.2 ms,biphasic,200 ms,visual preference task,"cognitive, memory & decision-making",saccades,eyes,indirect,stimulation biases stimulus preference,value,
Evidence for a task-dependent switch in subthalamo-nigral basal ganglia signaling,"Jantz et al.,",2017,Nature Communications,broad,electrical,NO,Microelectrode,NO,SN,SN,199,VMid,193,22,subcortical,Macaca mulatta,rhesus,2,male,100 Hz,10,40,μA,anode first,500 μs,biphasic,250 ms,visually guided saccade task,eye movement & visual,saccades,eyes,indirect,different saccade latencies and directions,decision,
Role of the primate ventral tegmental area in reinforcement and motivation,"Arsenault et al.,",2014,Current Biology,broad,electrical,NO,Microelectrode,YES,VTA,VTA,200,VMid,193,22,subcortical,Macaca mulatta,rhesus,3,unclear,200 Hz,650,1000,μA,anode first,0.4 ms,biphasic,200 ms,visually guided saccade task,eye movement & visual,saccades,eyes,indirect,stimulation has reinforcing properties,reward,
Substantia nigra stimulation influences monkey superior colliculus neuronal activity bilaterally,"Liu & Basso,",2008,Journal of Neurophysiology,specialty,electrical,NO,Microelectrode,NO,SN,SN,199,VMid,193,22,subcortical,Macaca mulatta,rhesus,4,unclear,300 Hz,10,60,μA,unclear,0.2 ms,biphasic,400 ms,visually guided saccade task,eye movement & visual,saccades,eyes,indirect,variability of saccade onset and direction changed,modulation,
Stimulation of the substantia nigra influences the specification of memory-guided saccades,"Mahamed et al.,",2014,Journal of Neurophysiology,specialty,electrical,NO,Microelectrode,NO,SN,SN,199,VMid,193,22,subcortical,Macaca mulatta,rhesus,4,unclear,300 Hz,40,80,μA,anode first,0.15-0.2 ms,biphasic,200-1200 ms,"visually, memory guided saccade task",eye movement & visual,saccades,eyes,indirect,timulation during the delay period of the memory-guided saccade task influenced the metrics of saccades much more than did stimulation during the same period of the visually guided saccade task,value,
Effects on wrist and digit muscle activity from microstimuli applied at the sites of rubromotoneuronal cells in primates,"Cheney et al.,",1991,Journal of Neurophysiology,specialty,electrical,NO,Microelectrode,NO,RN,R,195,VMid,193,22,subcortical,Macaca mulatta,rhesus,2,unclear,15-20 Hz,5,20,μA,cathode first,0.4 ms,biphasic,1000-2000 ms,wrist movement task,"motor, reaching & grasping",hands,hands,indirect,"RM motor maps, stimulation facilitates movement",motor,
Fast transmission from the dopaminergic ventral midbrain to the sensory cortex of awake primates,"Mylius et al.,",2015,Brain Structure & Function,specialty,electrical,NO,Microelectrode,NO,VTA,VTA,200,VMid,193,22,subcortical,Macaca fascicularis,non_rhesus,3,male,1000 Hz,100,100,μA,anode first,0.7 ms,biphasic,6 ms,no task,no task & resting-state,neural,neural,indirect,no behavioural effects reported,value,
Attempts to induce the rapid eye movement stage of sleep in Macaca mulatta by brain stem stimulation,"Kripke et al.,",1965,Psychophysiology,specialty,electrical,NO,Macroelectrode,NO,Area tegmentalis,VTA,200,VMid,193,22,subcortical,Macaca mulatta,rhesus,1,unclear,1-300 Hz,20,200,μA,unclear,0.2-5 ms,biphasic,1000-26000 ms,"no task, monkey is asleep",no task & resting-state,sleeping,neural,indirect,monkey does not transition to REM sleep after stimulation,sleep,
Tonic effects of the dopaminergic ventral midbrain on the auditory cortex of awake macaque monkeys,"Huang et al.,",2016,Brain Structure & Function,specialty,electrical,NO,Microelectrode,NO,VTA,VTA,200,VMid,193,22,subcortical,Macaca fascicularis,non_rhesus,2,male,1000 Hz,100,100,μA,anode first,0.7 ms,biphasic,6 ms,"tone presentation, no task",no task & resting-state,neural,neural,indirect,no behavioural effects reported,audition,
Electrical stimulation of the macaque ventral tegmental area drives category-selective learning without attention,"Murris et al.,",2021,Neuron,specialty,electrical,NO,Microelectrode,NO,VTA,VTA,200,VMid,193,22,subcortical,Macaca mulatta,rhesus,2,male,100 Hz,70,210,μA,anode first,0.4 ms,biphasic,200 ms,visual discrimination,visual perception & discrimination,hands,hands,indirect,better at discriminating visual objects,perception,
Ventral midbrain stimulation induces perceptual learning and cortical plasticity in primates,"Arsenault & Vanduffel.,",2019,Nature Communications,broad,electrical,NO,Microelectrode,NO,VTA,VTA,200,VMid,193,22,subcortical,Macaca mulatta,rhesus,2,male,100 Hz,150,400,μA,anode first,0.4 ms,biphasic,200 ms,visual motion discrimination,visual perception & discrimination,"saccades, hands",eyes,indirect,monkeys became better at motion/contrast detection,perception,
Dopamine Neuron-Specific Optogenetic Stimulation in Rhesus Macaques,"Stauffer et al.,",2016,Cell,broad,optogenetic,NO,Optogenetic,NO,VTA,VTA,200,VMid,193,22,subcortical,Macaca mulatta,rhesus,2,male,25 Hz,9,15,mW,NA,10 ms,NA,400 ms,choice preference,"cognitive, memory & decision-making",saccades,eyes,indirect,increases value-based choice,value/reward,
"Error signals in the parvocellular division of the red nucleus, not the magnocellular division, drive adaptation in reaching","Inoue & Kitazawa,",2025,Cell Reports,broad,electrical,NO,Microelectrode,NO,Red nucleus,R,195,VMid,193,22,subcortical,Macaca fuscata,non_rhesus,3,male,333 Hz,0,100,μA,unclear,0.2 ms,unclear,33 ms,reach-and-grasp task,"motor, reaching & grasping",hands,hands,indirect,Stimulation of the parvocellular division causes gradual increases in reach errors,motor,
"Pedunculopontine tegmental nucleus neurons provide reward, sensorimotor, and alerting signals to midbrain dopamine neurons","Hong & Hikosaka,",2014,Neuroscience,specialty,electrical,NO,Macroelectrode,NO,SN,SN,199,VMid,193,22,subcortical,Macaca mulatta,rhesus,2,male,single pulses,0,300,μA,cathode first,0.4 ms,biphasic,single pulses,audio-visual task,"cognitive, memory & decision-making",saccades,eyes,no,no behavioural effects from stimulation reported,value,
Frequency- and State-Dependent Network Effects of Electrical Stimulation Targeting the Ventral Tegmental Area in Macaques,"Murris et al.,",2020,Cerebral Cortex,specialty,electrical,NO,Microelectrode,YES,VTA,VTA,200,VMid,193,22,subcortical,Macaca mulatta,rhesus,2,male,"10, 20, 50, 100 Hz",70,210,μA,anode first,0.4 ms,biphasic,200 ms,fixation task,eye movement & visual,fixation,eyes,no,no behavioural effects of stimulation,NA,
Real-time dopamine measurement in awake monkeys,"Schluter et al.,",2014,PLoS ONE,broad,electrical,NO,Microelectrode,NO,VTA,VTA,200,VMid,193,22,subcortical,Macaca mulatta,rhesus,2,male,120 Hz,50,400,μA,cathode first,500 μs,biphasic,100 ms,no task,no task & resting-state,hormones/NTs,hormonal,no,no behavioural effects of stimulation,NA,
Substantia nigra output to prefrontal cortex via thalamus in monkeys. I. Electrophysiological identification of thalamic relay neurons,"Tanibuchi et al.,",2009,Journal of Neurophysiology,specialty,electrical,NO,Microelectrode,NO,SN,SN,199,VMid,193,22,subcortical,Macaca fuscata,non_rhesus,2,male,single pulses,0.5,0.5,mA,cathodal,0.3 ms,monophasic,single pulses,visual go no go  task,"cognitive, memory & decision-making",hands,hands,no,"no behavioural effects reported, antidromic study",NA,
CONDITIONED REFLEXES ELICITED BY ELECTRICAL STIMULATION OF THE BRAIN IN MACAQUES,"Doty,",1965,Journal of Neurophysiology,specialty,electrical,NO,Macroelectrode,NO,RN,R,195,VMid,193,22,subcortical,"Macaca nemestrina, Macaca fascicularis",non_rhesus,unclear,unclear,"50, 300 Hz",0.05,0.6,mA,unclear,0.5 ms,monophasic,seconds,conditioned response associated with stimulation,"conditioning, reward & motivation",hands,hands,no,no behaviour reported,NA,
CONDITIONED REFLEXES ELICITED BY ELECTRICAL STIMULATION OF THE BRAIN IN MACAQUES,"Doty,",1965,Journal of Neurophysiology,specialty,electrical,NO,Macroelectrode,NO,VTA,VTA,200,VMid,193,22,subcortical,"Macaca nemestrina, Macaca fascicularis",non_rhesus,unclear,unclear,"50, 300 Hz",0.05,0.6,mA,unclear,0.5 ms,monophasic,seconds,conditioned response associated with stimulation,"conditioning, reward & motivation",hands,hands,no,no behaviour reported,NA,
Central neural correlates of learned heart rate control during exercise: central command demystified,"Chefer et al.,",1997,Journal of Applied Physiology,specialty,electrical,NO,Macroelectrode,NO,cerebral peduncle,cp,203,VMid,193,22,subcortical,Macaca mulatta,rhesus,4,male,45 Hz,0.2,0.4,mA,unclear,2.5 ms,unclear,500 ms,no task,no task & resting-state,heart rate,hemodynamic,no,no increase in heart rate,cardiac,
"Relationships between Pupil Diameter and Neuronal Activity in the Locus Coeruleus, Colliculi, and Cingulate Cortex","Joshi et al.,",2016,Neuron,specialty,electrical,NO,Microelectrode,NO,LC,LC-Me5,213,Dpons,206,23,subcortical,Macaca mulatta,rhesus,5,male,300 Hz,10,30,μA,cathode first,0.3 ms,biphasic,"50, 100, 400 ms",fixation task,eye movement & visual,eyes,eyes,direct,strong pupil dilation,arousal,
Behavior of monkeys during opiate withdrawal and locus coeruleus stimulation,"Grant et al.,",1988,Pharmacology Biochemistry & Behavior,specialty,electrical,NO,Macroelectrode,NO,LC,LC-Me5,213,Dpons,206,23,subcortical,Macaca arctoides,non_rhesus,3,female,50 Hz,0.8,1.2,mA,unclear,0.5 ms,biphasic,30 min,no task,no task & resting-state,movement,movement,direct,behavioural effects similar to beta blockers,arousal,
The oculomotor integrator: testing of a neural network model,"Arnold & Robinson,",1997,Experimental Brain Research,specialty,electrical,NO,Microelectrode,NO,pons_midline,Pons,205,Dpons,206,23,subcortical,Macaca mulatta,rhesus,3,unclear,200 Hz,20,20,μA,cathodal,0.2 ms,monophasic,seconds,fixation task,eye movement & visual,saccades,eyes,direct,affects saccades,motor,
Locus coeruleus norepinephrine contributes to visual-spatial attention by selectively enhancing perceptual sensitivity,"Ghosh & Maunsell,",2024,Neuron,specialty,optogenetic,NO,Optogenetic,NO,LC,LC-Me5,213,Dpons,206,23,subcortical,Macaca mulatta,rhesus,2,male,"20 Hz, continuous",50,50,mW,NA,10 ms,NA,"400, 100 ms",visual discrimination task,visual perception & discrimination,eyes,eyes,indirect,"Optogenetically activating LC-NE neurons selectively improves monkeys’ contralateral stimulus detection without affecting motor criteria, supporting NE’s causal role in granular cognitive control of selective attention",,
Smooth pursuitlike eye movements evoked by microstimulation in macaque nucleus reticularis tegmenti pontis,"Yamada et al.,",1996,Journal of Neurophysiology,specialty,electrical,NO,Microelectrode,NO,NRTP brainstem,RtTg,227,VPons,224,25,subcortical,Macaca mulatta,rhesus,4,unclear,100-600 Hz,0,120,μA,cathode first,0.3 ms,biphasic,200-600 ms,fixation,eye movement & visual,eyes,eyes,direct,smooth pursuit-like movements. Evoked eye speed depends on stimulation parameters,motor,
Subcortical contributions to head movements in macaques. I. Contrasting effects of electrical stimulation of a medial pontomedullary region and the superior colliculus,"Cowie & Robinson,",1994,Journal of Neurophysiology,specialty,electrical,NO,Microelectrode,NO,ReticularNucleus_Pons,retPons,225,VPons,224,25,subcortical,Macaca mulatta,rhesus,4,"male, female",400 Hz,10,100,μA,unclear,1 ms,biphasic,40 ms,fixation task,eye movement & visual,"saccades, movement",eyes,direct,"Induces head movement, rather than gaze shifts",motor,
Smooth pursuit-related information processing in frontal eye field neurons that project to the NRTP,"Ono & Mustari,",2009,Cerebral Cortex,specialty,electrical,NO,Microelectrode,NO,rNRTP,RtTg,227,VPons,224,25,subcortical,Macaca mulatta,rhesus,2,unclear,single pulses,10,200,μA,unclear,0.2 ms,biphasic,single pulses,smooth eye pursuit,eye movement & visual,eyes,eyes,direct,"mostly used for anti-dromic stimulation of FEF, but affects smooth pursuit",motor,
Combined corticospinal and reticulospinal effects on upper limb muscles,"Ortiz-Rosario et al.,",2014,Neuroscience Letters,specialty,electrical,NO,Macroelectrode,NO,Brainstem_PMRF,retPons,225,VPons,224,25,subcortical,Macaca fascicularis,non_rhesus,3,male,333 Hz,unclear,unclear,unclear,unclear,0.4 ms,biphasic,108 ms,reach task with a screen,"motor, reaching & grasping",hands,hands,direct,"muscle movement, twitches. Part of muscle circuits studied",motor,
Coordination of eye and head components of movements evoked by stimulation of the paramedian pontine reticular formation,"Gandhi et al.,",2008,Experimental Brain Research,specialty,electrical,NO,Microelectrode,NO,PPRF,retPons,225,VPons,224,25,subcortical,Macaca mulatta,rhesus,2,unclear,200-500 Hz,20,40,μA,unclear,0.25 ms,biphasic,200-500 ms,no task,no task & resting-state,"saccades, head",eyes,direct,induces eye and head movement,motor,
Ocular counterroll modulates the preferred direction of saccade-related pontine burst neurons in the monkey,"Scherberger et al.,",2001,Journal of Neurophysiology,specialty,electrical,NO,Microelectrode,NO,PPRF,retPons,225,VPons,224,25,subcortical,Macaca mulatta,rhesus,4,unclear,500 Hz,50,50,μA,cathodal,0.2 ms,monophasic,70 ms,fixation task,eye movement & visual,saccades,eyes,direct,eye movements rotated,motor,
Eye movements induced by pontine stimulation: interaction with visually triggered saccades,"Sparks et al.,",1987,Journal of Neurophysiology,specialty,electrical,NO,Microelectrode,NO,PPRF,retPons,225,VPons,224,25,subcortical,Macaca mulatta,rhesus,3,unclear,500-1000 Hz,5,50,μA,cathodal,0.2 ms,monophasic,50-75 ms,visually guided saccade task,eye movement & visual,saccades,eyes,direct,"pontine stimulation leads to eye movement, kinematics are further explored",motor,
Role of monkey nucleus reticularis tegmenti pontis in the stabilization of Listing's plane,"Van Opstal et al.,",1996,Journal of Neuroscience,specialty,electrical,NO,Microelectrode,NO,cNRTP (Pons),RtTg,227,VPons,224,25,subcortical,Macaca mulatta,rhesus,3,unclear,330 Hz,15,50,μA,cathodal,0.25 ms,monophasic,"140, 280, 420 ms",visually guided saccade task,eye movement & visual,saccades,eyes,direct,stimulation induces ipsilateral saccades,motor,
Participation of medial pontine reticular formation in eye movement generation in monkey,"Keller,",1974,Journal of Neurophysiology,specialty,electrical,NO,Microelectrode,NO,Pons_PRF,retPons,225,VPons,224,25,subcortical,Macaca mulatta,rhesus,3,unclear,100-1000 Hz,5,40,μA,cathodal,0.3 ms,monophasic,10-10000 ms,"visual smooth pursuit, visually guided saccade task",visual perception & discrimination,saccades,eyes,direct,stimulation induces saccadic eye movement,motor,
Single-unit activity in the primate nucleus reticularis tegmenti pontis related to vergence and ocular accommodation,"Gamlin & Clarke,",1995,Journal of Neurophysiology,specialty,electrical,NO,Microelectrode,NO,NRTP brainstem,RtTg,227,VPons,224,25,subcortical,Macaca mulatta,rhesus,2,unclear,500 Hz,25,25,μA,unclear,unclear,unclear,60 ms,fixation task,eye movement & visual,eyes,eyes,direct,microstimulation often elicited changes in vergence angle and accommodation.,motor,
Eye movements induced by stimulation of the pontine reticular formation: evidence for integration in oculomotor pathways,"Cohen & Komatsuzaki,",1972,Experimental Neurology,specialty,electrical,NO,Macroelectrode,NO,PPRF,retPons,225,VPons,224,25,subcortical,Macaca mulatta,rhesus,11,unclear,200 Hz,0.05,0.3,mA,unclear,0.01-0.1 ms,unclear,50 ms,no task,no task & resting-state,saccades,eyes,direct,ipsilateral horizontal eye movements invoked. independent of eye position.,motor,
Disturbance of approach-avoidance behaviors in non-human primates by stimulation of the limbic territories of basal ganglia and anterior insula,"Saga et al.,",2019,European Journal of Neuroscience,specialty,electrical,NO,Microelectrode,NO,aIns,RtTg,227,VPons,224,25,subcortical,"Macaca mulatta, Macaca fascicularis",rhesus,2,"male, female",200 Hz,0.1,0.8,mA,unclear,0.3 ms,biphasic,700 ms,approach/avoid task,"conditioning, reward & motivation",hands,hands,indirect,Strongest effects in the dual-cue context. Context-moivated behaviour,value,
"Comparison of saccades perturbed by stimulation of the rostral superior colliculus, the caudal superior colliculus, and the omnipause neuron region","Gandhi & Keller,",1999,Journal of Neurophysiology,specialty,electrical,NO,Microelectrode,NO,OPN,retPons,225,VPons,224,25,subcortical,Macaca mulatta,rhesus,3,male,400 Hz,25,35,μA,unclear,0.25 ms,biphasic,25-100 ms,memory guided saccade task,eye movement & visual,saccades,eyes,indirect,interrupts saccades,motor,
Activity in deep intermediate layer collicular neurons during interrupted saccades,"Keller et al.,",2000,Experimental Brain Research,specialty,electrical,NO,Microelectrode,NO,OPN (pons),retPons,225,VPons,224,25,subcortical,Macaca mulatta,rhesus,3,male,400 Hz,10,25,μA,unclear,0.5 ms,biphasic,18-20 ms,visual task,eye movement & visual,saccades,eyes,indirect,"stimulation was used to disrupt, wasn't tested for behaviour",motor,
Use of interrupted saccade paradigm to study spatial and temporal dynamics of saccadic burst cells in superior colliculus in monkey,"Keller & Edelman,",1994,Journal of Neurophysiology,specialty,electrical,NO,Microelectrode,NO,Brainstem_OmnipauseNeurons,PnC,230,VPons,224,25,subcortical,Macaca fascicularis,non_rhesus,2,unclear,300-400 Hz,10,30,μA,unclear,0.5 ms,biphasic,10-16 ms,visually guided saccade task,eye movement & visual,saccades,eyes,indirect,saccades are interrupted with pulsatile stimulation of the monipause region,motor,
Common inhibitory mechanism for saccades and smooth-pursuit eye movements,"Missal & Keller,",2002,Journal of Neurophysiology,specialty,electrical,NO,Microelectrode,NO,OPN (pons),retPons,225,VPons,224,25,subcortical,Macaca mulatta,rhesus,3,unclear,400 Hz,5,40,μA,cathode first,0.4 ms,biphasic,200 ms,visually guided saccade task,eye movement & visual,saccades,eyes,indirect,strong deceleration of the eye during smooth pursuit,motor,
Motor outputs from the primate reticular formation to shoulder muscles as revealed by stimulus-triggered averaging,"Davidson & Buford,",2004,Journal of Neurophysiology,specialty,electrical,NO,Microelectrode,NO,Pons_mPMRF,retPons,225,VPons,224,25,subcortical,Macaca fascicularis,non_rhesus,2,male,13.3 Hz,5,50,μA,cathode first,0.4 ms,biphasic,single pulses,planar reaching task,"motor, reaching & grasping",hands,hands,indirect,outputs from the mPMRF can facilitate or suppress activity in muscles involved in reaching; responses that would contribute to flexion of the ipsilateral arm were prevalent,motor,
Bilateral actions of the reticulospinal tract on arm and shoulder muscles in the monkey: stimulus triggered averaging,"Davidson & Buford,",2006,Experimental Brain Research,specialty,electrical,NO,Microelectrode,NO,Brainstem_PMRF,retPons,225,VPons,224,25,subcortical,Macaca fascicularis,non_rhesus,2,male,10 Hz,10,30,μA,cathode first,0.4 ms,biphasic,6.67 min,reach and prehension task,"motor, reaching & grasping",movement,movement,indirect,the results indicate the monkey PMRF has the capacity to support bilateral coordination of limb movements using reciprocal actions within a limb and between sides,motor,
